GeneID	uninf_3dpf_hom_vs_sib_pval	uninf_3dpf_hom_vs_sib_adjp	uninf_3dpf_hom_vs_sib_log2fc	Chr	Start	End	Strand	Biotype	Name	Description	uninf_3dpf_wt_rep1_count	uninf_3dpf_wt_rep2_count	uninf_3dpf_wt_rep3_count	uninf_3dpf_wt_rep4_count	uninf_3dpf_wt_rep5_count	uninf_3dpf_wt_rep6_count	uninf_3dpf_het_rep1_count	uninf_3dpf_het_rep2_count	uninf_3dpf_het_rep3_count	uninf_3dpf_het_rep4_count	uninf_3dpf_het_rep5_count	uninf_3dpf_het_rep6_count	uninf_3dpf_hom_rep1_count	uninf_3dpf_hom_rep2_count	uninf_3dpf_hom_rep3_count	uninf_3dpf_hom_rep4_count	uninf_3dpf_hom_rep5_count	uninf_3dpf_hom_rep6_count	uninf_3dpf_hom_rep7_count	uninf_3dpf_hom_rep8_count	uninf_3dpf_hom_rep9_count	uninf_3dpf_hom_rep10_count	uninf_3dpf_hom_rep11_count	uninf_3dpf_hom_rep12_count	uninf_3dpf_wt_rep1_normalised_count	uninf_3dpf_wt_rep2_normalised_count	uninf_3dpf_wt_rep3_normalised_count	uninf_3dpf_wt_rep4_normalised_count	uninf_3dpf_wt_rep5_normalised_count	uninf_3dpf_wt_rep6_normalised_count	uninf_3dpf_het_rep1_normalised_count	uninf_3dpf_het_rep2_normalised_count	uninf_3dpf_het_rep3_normalised_count	uninf_3dpf_het_rep4_normalised_count	uninf_3dpf_het_rep5_normalised_count	uninf_3dpf_het_rep6_normalised_count	uninf_3dpf_hom_rep1_normalised_count	uninf_3dpf_hom_rep2_normalised_count	uninf_3dpf_hom_rep3_normalised_count	uninf_3dpf_hom_rep4_normalised_count	uninf_3dpf_hom_rep5_normalised_count	uninf_3dpf_hom_rep6_normalised_count	uninf_3dpf_hom_rep7_normalised_count	uninf_3dpf_hom_rep8_normalised_count	uninf_3dpf_hom_rep9_normalised_count	uninf_3dpf_hom_rep10_normalised_count	uninf_3dpf_hom_rep11_normalised_count	uninf_3dpf_hom_rep12_normalised_count
ENSDARG00000005551	1.5746666511043e-06	0.000471443235847076	-0.183955838677523	21	30169610	30181764	-1	protein_coding	hnrnph1l	heterogeneous nuclear ribonucleoprotein H1, like [Source:ZFIN;Acc:ZDB-GENE-030131-275]	746	812	729	514	665	657	657	811	737	632	704	760	599	608	688	638	734	635	602	508	595	635	571	567	731.529444061487	696.077754636029	690.690236134294	604.078455405145	672.461194143458	776.100150000974	680.973499245502	728.303093312881	693.211397714303	682.487566906015	679.840037268418	657.397698191003	613.778073633064	644.128850293726	649.965897730706	641.416047889332	614.64154135068	567.775281278103	637.986009122133	547.324637192436	605.735463000498	594.658037788328	589.983336440394	593.469708661957
ENSDARG00000005774	0.0004996718199064	0.0463460309193183	-0.105154020874678	6	59832786	59850404	1	protein_coding	ddx3xb	DEAD-box helicase 3 X-linked b [Source:ZFIN;Acc:ZDB-GENE-980526-150]	2280	2430	2132	1766	1941	1749	2135	2371	2315	1848	2087	2333	1858	1937	2100	1974	2378	2014	1937	1662	1954	1970	1807	1889	2235.77363600562	2083.08983222358	2019.96101980564	2075.4913467811	1962.77771102624	2066.05656370122	2212.90475021179	2129.23136158427	2177.45506880409	1995.62820196569	2015.37806502726	2018.03793405212	1903.8391666281	2052.10128786011	1983.90753667803	1984.56940209019	1991.30461216882	1800.78648266787	2052.78886988301	1790.6565886099	1989.25562134953	1844.84462117009	1867.07511199263	1977.185678417
ENSDARG00000005945	0.000130152435500217	0.0169140956288524	0.213487711574359	21	27302752	27324771	1	protein_coding	sart1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:ZFIN;Acc:ZDB-GENE-040718-422]	596	635	505	420	473	465	553	581	531	453	477	563	530	550	695	524	691	707	672	510	537	564	630	606	584.439073271644	544.3465199432	478.461686210999	493.604963560625	478.30698470655	549.294626713018	573.178607431907	521.755976836971	499.450817077741	489.188081975356	460.630252524198	486.993294844125	543.075757972494	582.682348127548	656.578922852966	526.805656887163	578.633930617602	632.152950966328	712.170428787497	549.479458598705	546.688980892886	528.168713878137	650.944837053324	634.29037645352
ENSDARG00000006003	2.12051893500945e-05	0.00417954282090362	-0.299711785843288	13	35904335	35908275	-1	protein_coding	mycla	MYCL proto-oncogene, bHLH transcription factor a [Source:ZFIN;Acc:ZDB-GENE-040426-2439]	125	130	122	94	101	107	113	127	123	100	124	128	96	83	82	111	124	92	96	83	88	110	79	84	122.575308991536	111.441019830891	115.588763797509	110.473491844521	102.13320392254	126.39682808235	117.123295912849	114.04992953235	115.6919971762	107.988539067407	119.744552018869	110.719612326906	98.3684391799234	87.9320634447027	77.4668657179039	111.594328081059	103.835900718643	82.260355712733	101.738632683928	89.4250883601814	89.5877659563762	103.011628593254	81.6264160749406	87.9214383202899
ENSDARG00000006124	8.18844083401641e-07	0.000280685511023415	-0.826806043605019	8	36983559	37026607	1	protein_coding	kdm5c	lysine (K)-specific demethylase 5C [Source:ZFIN;Acc:ZDB-GENE-060810-94]	624	1097	868	492	613	767	644	734	612	507	688	704	271	514	262	573	415	341	276	763	290	277	286	347	611.895942485748	940.390759649906	822.385630952767	578.222957313875	619.877762420962	906.040814384698	667.499137768803	659.154710840511	575.638229852312	547.501893071756	664.3891273305	608.957867797982	277.685906434992	544.543139886472	247.516083147449	576.068017931955	347.515312889008	304.899796717847	292.498568966293	822.064366491788	295.232410538058	259.40201018483	295.508291106747	363.19927496596
ENSDARG00000006260	0.000463419763860276	0.043843217019293	-0.198439454405653	6	6972953	6976107	-1	protein_coding	tuba8l4	tubulin, alpha 8 like 4 [Source:ZFIN;Acc:ZDB-GENE-040426-860]	2923	3460	3217	2555	2530	1853	2399	3571	2756	2706	3016	3002	2331	2748	2710	2402	2666	2538	2212	2070	2508	2722	2220	2217	2866.30102545808	2966.04560472988	3047.9430584966	3002.76352832713	2558.38619726759	2188.9095554822	2486.53793712323	3206.8684910238	2592.25320502119	2922.16986716405	2912.49652329766	2596.72090785446	2388.50866383752	2911.29289573546	2560.18544018926	2414.86104550184	2232.47186545083	2269.31285650996	2344.22766142551	2230.24015548886	2553.25132975672	2549.0695730076	2293.80561628314	2320.49796138194
ENSDARG00000006508	2.67886385398838e-06	0.000754291522315871	0.53259129511586	8	11234168	11324143	-1	protein_coding	pip5k1bb	phosphatidylinositol-4-phosphate 5-kinase, type I, beta b [Source:ZFIN;Acc:ZDB-GENE-040912-141]	40	39	53	40	37	16	42	55	47	47	52	73	67	65	72	60	61	74	60	56	57	63	74	65	39.2240988772915	33.4323059492674	50.2147908300652	47.0099965295833	37.4151341102375	18.9004602739963	43.5325524631828	49.3917017659784	44.2075111161089	50.7546133616815	50.2154572982354	63.1447789051885	68.6529731776549	68.8624593241648	68.019686971818	60.3212584221942	51.0805640632036	66.1659382906765	63.5866454274551	60.3349993755441	58.0284393126527	58.9975691034089	76.4601872094381	68.034446319272
ENSDARG00000006719	0.000256155224193515	0.0291976311447357	-0.283642435949673	8	30600386	30664631	1	protein_coding	specc1la	sperm antigen with calponin homology and coiled-coil domains 1-like a [Source:ZFIN;Acc:ZDB-GENE-060810-139]	249	320	290	172	217	275	271	259	251	197	240	284	196	201	195	248	226	228	203	232	183	188	165	202	244.17001551114	274.316356506809	274.76017623998	202.142985077208	219.434705457339	324.851660959312	280.888612321965	232.590013770698	236.086921066879	212.737421962793	231.763649068779	245.659139850322	200.835563325677	212.94391267934	184.219985548674	249.327868145069	189.249302922689	203.862620679382	215.134817029556	249.959283127254	186.301831477464	176.056237959379	170.485552561585	211.430125484507
ENSDARG00000007601	5.00613828417427e-09	5.1480514216213e-06	0.755820501805795	11	18560667	18604542	-1	protein_coding	zmynd8	zinc finger, MYND-type containing 8 [Source:ZFIN;Acc:ZDB-GENE-041119-1]	155	178	131	104	146	112	167	170	177	121	175	166	241	163	266	142	347	342	285	112	286	282	284	288	151.993383149505	152.588473306913	124.115803749784	122.225990976917	147.638096759316	132.303221917974	173.09372050837	152.665260003933	166.48360569258	130.666132271563	168.994327445985	143.589497236456	246.945769191266	172.685859535982	251.294954645883	142.760311599193	290.573044752978	305.793931019073	302.036565780412	120.669998751088	291.160239358222	264.084356939068	293.441799560546	301.444931383851
ENSDARG00000007960	5.5131435829293e-05	0.00857874158048973	-0.15249704048593	14	6962271	6968589	1	protein_coding	hnrnpaba	heterogeneous nuclear ribonucleoprotein A/Ba [Source:ZFIN;Acc:ZDB-GENE-030131-185]	4620	5087	4315	3293	4044	3663	4472	4892	4357	3846	4261	4836	3906	4109	4035	3857	4743	3799	3841	3428	3594	3865	3616	3399	4530.38342032717	4360.77282984419	4088.24193267418	3870.09796429794	4089.37303626488	4327.02412397803	4635.1803479846	4393.16736434848	4098.13033899758	4153.23921253249	4114.77045284195	4183.12535322591	4002.36586913313	4353.16685173835	3811.93662404564	3877.65156224005	3971.72320248811	3396.81621035514	4070.60508478092	3693.36389034581	3658.845805082	3619.45404102659	3736.21671553146	3557.67820060316
ENSDARG00000008049	0.000236847439413386	0.0274603707696343	-0.250522779678645	22	10540446	10541712	-1	protein_coding	si:dkey-42i9.4	si:dkey-42i9.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8398]	226	265	298	196	206	268	228	272	219	236	247	267	211	201	239	194	229	256	195	197	172	223	173	170	221.616158656697	227.168232732202	282.339767308669	230.348982994958	208.311287208349	316.582709589438	236.319570514421	244.264416006293	205.98819009421	254.852952199082	238.523422166618	230.954191338155	216.20563194754	212.94391267934	225.787572031452	195.038735565095	191.761461811043	228.898381113692	206.656597639229	212.249908517539	175.103360732917	208.832665239051	178.751518746389	177.936244219634
ENSDARG00000008384	9.72386051486391e-07	0.000315053080681591	-0.3904320740498	8	7393435	7444390	-1	protein_coding	hdac6	histone deacetylase 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3232]	121	135	112	110	117	76	98	105	104	103	104	107	67	65	96	69	94	105	79	75	94	80	76	83	118.652899103807	115.72721290131	106.114274961647	129.277490456354	118.312721375616	89.7771863014825	101.575955747426	94.2932488259587	97.8208756611771	111.22819523943	100.430914596471	92.5546759295228	68.6529731776549	68.8624593241648	90.692915962424	69.3694471855234	78.7143118351007	93.8841016286626	83.7224164794825	80.8058027351037	95.6960227261291	74.9175480678208	78.5266787556391	86.8747545307627
ENSDARG00000010487	0.000259015263588976	0.0291976311447357	-0.212689890950094	15	23722620	23739104	1	protein_coding	sae1	SUMO1 activating enzyme subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040625-21]	241	249	248	188	191	198	208	260	238	213	214	263	214	215	211	193	201	199	172	153	207	211	192	158	236.325195735681	213.452414906861	234.967323129362	220.946983689041	193.142989596091	233.893195890704	215.589783627191	233.488044711898	223.859311609232	230.015588213578	206.655920419661	227.494203452939	219.279645671913	227.775826995314	199.335471542411	194.033381258058	168.314645519737	177.932725943846	182.281716892038	164.843837579612	210.734858556476	197.595033028877	198.383188435299	165.376038745307
ENSDARG00000010792	0.000404824402809653	0.0396602171498105	-0.245544743798651	13	14915344	14929236	-1	protein_coding	cdc25b	cell division cycle 25B [Source:ZFIN;Acc:ZDB-GENE-000330-5]	164	190	163	106	164	149	156	165	146	140	158	158	113	123	119	137	143	138	132	93	128	164	133	138	160.818805396895	162.875336675918	154.43416802454	124.576490803396	165.840053894026	176.010536301591	161.692337720393	148.175105297935	137.325460062806	151.18395469437	152.577735636946	136.669521466024	115.787850284702	130.308961490343	112.421427078421	137.73354006401	119.746240344887	123.390533569099	139.890619940401	100.199195391529	130.309477754729	153.580973539033	137.421687822368	144.442362954762
ENSDARG00000010948	1.38017518637219e-06	0.00042394679880617	-0.296262228764456	17	19481049	19497006	1	protein_coding	kif11	kinesin family member 11 [Source:ZFIN;Acc:ZDB-GENE-020426-1]	355	406	350	265	327	257	336	432	321	303	337	371	249	282	262	297	256	339	297	253	297	282	232	230	348.113877535962	348.038877318014	331.607109255148	311.441227008489	330.668887947234	303.588643151066	348.260419705462	387.94936659823	301.927895069595	327.205273374245	325.434790567411	320.913876353766	255.143139122926	298.757131221761	247.516083147449	298.590229189861	214.370891806232	303.111528115396	314.753894865903	272.584907893083	302.35871010277	264.084356939068	239.713019359319	240.73727159127
ENSDARG00000011094	0.000170071159501087	0.0215108185268433	-0.222239522724158	14	46354648	46374870	-1	protein_coding	ccna2	cyclin A2 [Source:ZFIN;Acc:ZDB-GENE-020418-1]	238	298	254	184	210	215	248	318	231	193	259	266	209	213	226	194	249	209	209	185	214	211	202	160	233.383388319885	255.457106996966	240.652016430879	216.245984036083	212.356166571618	253.974934931825	257.049357401651	285.573839301475	217.275214208961	208.417880400096	250.111604620057	230.089194366851	214.156289464625	225.656982093032	213.50623966154	195.038735565095	208.509187733405	186.8740689561	221.493481572302	199.320980079922	217.861158121187	197.595033028877	208.715646166304	167.469406324362
ENSDARG00000011510	0.000182840154474056	0.0224069188270486	-0.173052175626431	23	21520769	21535040	-1	protein_coding	rcc2	regulator of chromosome condensation 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2213]	853	956	891	596	746	633	760	933	829	682	849	952	731	765	792	728	782	759	717	593	696	719	652	572	836.453908558242	819.520115064093	844.176955275248	700.448948290791	754.370001249654	747.749459589979	787.731901714736	837.862868139233	779.745249260729	736.481836439719	819.863908580806	823.477116681362	749.034677505458	810.458175122862	748.216556689998	731.897935522623	654.836083564348	678.647934630047	759.860412858088	638.904546958887	708.557785291339	673.32146325954	673.676244061535	598.703127609593
ENSDARG00000011727	3.89658508450314e-05	0.00663036190062361	-0.305164944987145	3	39691525	39696066	-1	protein_coding	b9d1	B9 protein domain 1 [Source:ZFIN;Acc:ZDB-GENE-050522-467]	88	106	97	83	108	90	101	121	105	93	109	112	75	84	82	84	99	71	90	73	76	85	83	75	86.2930175300413	90.8672930928806	91.9025417078552	97.5457427988853	109.211742808261	106.315089041229	104.685423780511	108.661743885152	98.7614610040731	100.429341332689	105.25932395207	96.8796607860426	76.8503431093152	88.9914858958437	77.4668657179039	84.4497617910719	82.9012433156911	63.4835353870004	95.3799681411826	78.6509813288343	77.3712524168703	79.5998948220596	85.7593991673427	78.5012842145446
ENSDARG00000011851	0.00034305095134722	0.035657394133545	0.472749377938028	7	33970698	34062301	-1	protein_coding	map2k5	mitogen-activated protein kinase kinase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1517]	95	101	77	79	105	82	94	104	96	100	103	113	117	108	108	95	158	176	208	75	133	114	196	102	93.1572348335674	86.5811000224617	72.9535640361325	92.844743145927	106.178083285809	96.8648589042311	97.4299983699805	93.3952178847591	90.2961929180097	107.988539067407	99.465232725351	97.7446577573465	119.886535250532	114.417624723228	102.029530457727	95.5086591684742	132.307034786659	157.367637015663	220.433704148511	80.8058027351037	135.399691729523	106.757505996645	202.516171527701	106.761746531781
ENSDARG00000011932	9.87834966222184e-07	0.000315733413798474	0.455923840443428	23	9809540	9864166	-1	protein_coding	prkcbp1l	protein kinase C binding protein 1, like [Source:ZFIN;Acc:ZDB-GENE-030131-2199]	518	540	451	417	473	490	489	487	521	454	507	536	695	492	693	477	858	885	809	381	670	718	786	640	507.952080460925	462.908851605241	427.299446497348	490.079213820906	478.30698470655	578.826595891137	506.843289392771	437.341068364208	490.044963648782	490.26796736603	489.600708657796	463.638376618918	712.146512812987	521.23584596137	654.689487103749	479.554004456444	718.477442069323	791.308856584442	857.359935846853	410.493477894327	682.088672622409	672.384993908692	812.131177657004	669.877625297447
ENSDARG00000012261	3.58958344820513e-11	7.07506897641232e-08	0.430399730096967	3	16389020	16413635	-1	protein_coding	eftud2	elongation factor Tu GTP binding domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1569]	296	308	277	229	279	212	266	304	300	230	253	291	265	393	387	351	368	406	369	263	387	403	387	366	290.258331691957	264.029493137804	262.44334075336	269.132230131864	282.130335588007	250.431098630451	275.706165600158	273.00140612468	282.17560286878	248.373639855037	244.317513393338	251.71411864945	271.537878986247	416.353023298412	365.605817473522	352.879361769836	308.158156971458	363.018526297495	391.057869378849	283.35901492443	393.982561649063	377.397148391647	399.866114189899	383.086266966978
ENSDARG00000012519	4.79421670146241e-08	2.9075080364869e-05	-0.277766008535648	8	7506827	7567815	-1	protein_coding	hcfc1b	host cell factor C1b [Source:ZFIN;Acc:ZDB-GENE-030131-2411]	886	925	720	687	779	674	706	802	725	600	769	789	624	570	576	610	751	666	593	571	588	583	628	682	868.813790132007	792.945718027496	682.163196182018	807.396690395593	787.740255996623	796.181889042095	731.761477119215	720.220814842084	681.924373599552	647.931234404445	742.609358891213	682.482610358818	639.394854669502	603.870797150368	544.157495774544	613.266127292308	628.877108384687	595.493444616089	628.448012308014	615.201511489923	598.609163435786	545.961631544244	648.878345507123	713.838344457592
ENSDARG00000012820	2.46037892549897e-05	0.00461848272586521	-0.317405303797508	21	11958758	11970199	-1	protein_coding	nop56	NOP56 ribonucleoprotein homolog [Source:ZFIN;Acc:ZDB-GENE-040109-1]	857	988	993	757	840	1187	861	908	825	845	900	918	757	775	832	769	860	693	656	682	673	721	680	665	840.376318445971	846.951750714774	940.816741401034	889.664184322364	849.424666286474	1402.1778965771	892.417325495247	815.412094609243	775.982907889146	912.503155119593	869.113684007921	794.067219657028	775.676129783354	821.052399634272	786.005271674342	773.117462111123	720.152214661559	619.635070749173	695.213990006842	734.794099537876	685.142801007286	675.194401961235	702.60712570835	696.044720035629
