GeneID	uninf_7dpf_hom_vs_sib_pval	uninf_7dpf_hom_vs_sib_adjp	uninf_7dpf_hom_vs_sib_log2fc	Chr	Start	End	Strand	Biotype	Name	Description	uninf_7dpf_wt_rep1_count	uninf_7dpf_wt_rep2_count	uninf_7dpf_wt_rep3_count	uninf_7dpf_wt_rep4_count	uninf_7dpf_wt_rep5_count	uninf_7dpf_wt_rep6_count	uninf_7dpf_het_rep1_count	uninf_7dpf_het_rep2_count	uninf_7dpf_het_rep3_count	uninf_7dpf_het_rep4_count	uninf_7dpf_het_rep5_count	uninf_7dpf_het_rep6_count	uninf_7dpf_hom_rep1_count	uninf_7dpf_hom_rep2_count	uninf_7dpf_hom_rep3_count	uninf_7dpf_hom_rep4_count	uninf_7dpf_hom_rep5_count	uninf_7dpf_hom_rep6_count	uninf_7dpf_hom_rep7_count	uninf_7dpf_hom_rep8_count	uninf_7dpf_hom_rep9_count	uninf_7dpf_hom_rep10_count	uninf_7dpf_hom_rep11_count	uninf_7dpf_hom_rep12_count	uninf_7dpf_wt_rep1_normalised_count	uninf_7dpf_wt_rep2_normalised_count	uninf_7dpf_wt_rep3_normalised_count	uninf_7dpf_wt_rep4_normalised_count	uninf_7dpf_wt_rep5_normalised_count	uninf_7dpf_wt_rep6_normalised_count	uninf_7dpf_het_rep1_normalised_count	uninf_7dpf_het_rep2_normalised_count	uninf_7dpf_het_rep3_normalised_count	uninf_7dpf_het_rep4_normalised_count	uninf_7dpf_het_rep5_normalised_count	uninf_7dpf_het_rep6_normalised_count	uninf_7dpf_hom_rep1_normalised_count	uninf_7dpf_hom_rep2_normalised_count	uninf_7dpf_hom_rep3_normalised_count	uninf_7dpf_hom_rep4_normalised_count	uninf_7dpf_hom_rep5_normalised_count	uninf_7dpf_hom_rep6_normalised_count	uninf_7dpf_hom_rep7_normalised_count	uninf_7dpf_hom_rep8_normalised_count	uninf_7dpf_hom_rep9_normalised_count	uninf_7dpf_hom_rep10_normalised_count	uninf_7dpf_hom_rep11_normalised_count	uninf_7dpf_hom_rep12_normalised_count
ENSDARG00000001303	1.0509377864434e-06	4.43658517388125e-05	-1.75691678340437	19	7105838	7144548	-1	protein_coding	psmb8a	proteasome subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]	21	65	160	86	82	12	23	12	67	97	130	44	9	23	9	14	13	16	34	29	9	34	27	29	31.1596176556847	96.1821094584797	157.277280596838	74.293839951159	71.5755778751252	12.4121516895702	19.0182550212783	12.4893981959266	70.740426012477	86.3508760220539	119.790805375858	42.7262095433678	9.05771646314052	21.5905615015394	9.17429227663654	14.0154584569087	13.0367444567061	14.5430281636665	32.6993070991676	26.9366419312519	8.07291222561578	34.3601372147167	25.6705731383586	25.7847250428689
ENSDARG00000001431	0.00434778837644955	0.0457320223690641	0.308135665476827	7	6969909	7133475	1	protein_coding	actn3b	actinin alpha 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2040]	2340	1843	2707	3684	3588	1369	4253	3409	2885	3398	3206	3224	4382	4302	3413	4091	3431	4065	3526	3752	3961	4001	4171	3085	3472.07168163344	2727.13273433813	2660.93499109775	3182.54077186128	3131.86796848718	1416.01963858514	3516.72341763028	3548.02987082614	3046.06162755218	3024.95130642205	2954.22555411538	3130.66589926859	4410.10150460909	4038.37372085314	3479.09550446228	4095.51718194382	3440.69771007373	3694.83809283153	3391.11049504897	3485.04415607093	3552.97836951824	4043.37967635534	3965.62816889236	2742.9612674914
ENSDARG00000001557	0.00104623604998275	0.0153360384694957	-0.539320441226027	6	52226682	52235118	-1	protein_coding	tomm34	translocase of outer mitochondrial membrane 34 [Source:ZFIN;Acc:ZDB-GENE-030131-2081]	24	35	129	70	95	52	66	40	71	56	93	54	38	45	44	48	54	47	52	58	43	42	41	44	35.6109916064968	51.7903666314891	126.8048074812	60.4717301928039	82.9229255870353	53.7859906548043	54.5741231045376	41.6313273197552	74.9637350281473	49.8520521364435	85.6964992304213	52.436711712315	38.24369173326	42.2424029377944	44.8520955746675	48.0530004236869	54.1526308201637	42.7201452307705	50.0107049751974	53.8732838625038	38.5705806334976	42.4448753828854	38.9812406915816	39.1216517891804
ENSDARG00000001558	1.32264671447384e-06	5.41055285679381e-05	-0.962690191964346	19	6990970	7000603	1	protein_coding	kifc1	kinesin family member C1 [Source:ZFIN;Acc:ZDB-GENE-000208-21]	13	25	48	40	39	24	21	34	30	37	55	27	22	16	9	28	21	14	22	16	10	22	15	14	19.2892871201858	36.9931190224922	47.1831841790513	34.5552743958879	34.0420431357303	24.8243033791405	17.3644937150801	35.3866282217919	31.674817617527	32.9379630187216	50.6807253513244	26.2183558561575	22.1410846876768	15.0195210445491	9.17429227663654	28.0309169138174	21.0593564300636	12.7251496432082	21.1583751818143	14.8615955482769	8.96990247290643	22.2330299624638	14.2614295213103	12.4477982965574
ENSDARG00000001656	2.49765631379292e-12	4.4419311861469e-10	-2.22116271459576	19	7111779	7144585	-1	protein_coding	psmb13a	proteasome subunit beta 13a [Source:ZFIN;Acc:ZDB-GENE-001208-2]	17	68	107	98	106	11	32	24	69	97	146	61	9	20	13	10	13	18	23	16	9	12	11	32	25.2244523879352	100.621283741179	105.179181399135	84.6604222699254	92.524527497113	11.3778057154394	26.4601808991697	24.9787963918531	72.8520805203122	86.3508760220539	134.534289114425	59.2340632305781	9.05771646314052	18.7744013056864	13.2517555106972	10.0110417549348	13.0367444567061	16.3609066841249	22.1201195082604	14.8615955482769	8.07291222561578	12.127107252253	10.4583816489609	28.4521103921312
ENSDARG00000001712	0.00049247314105625	0.00823283765675101	0.466213199962185	11	8303941	8350945	-1	protein_coding	si:ch211-247n2.1	si:ch211-247n2.1 [Source:ZFIN;Acc:ZDB-GENE-141216-101]	31	26	44	72	41	33	87	56	61	61	56	55	106	82	64	81	56	86	74	82	59	70	64	65	45.9975308250584	38.4728437833919	43.2512521641304	62.1994939125983	35.7877889375626	34.1334171463181	71.9386168196177	58.2838582476573	64.4054624889716	54.3031282200545	51.6021930849849	53.4077619292097	106.679771676988	76.9750453533142	65.239411744971	81.0894382149717	56.1582838135031	78.1687763797077	71.1690801570117	76.1656771849191	52.9224245901479	70.7414589714756	60.8487659575908	57.7933492340166
ENSDARG00000001767	0.0012309811207909	0.0174989130300186	-0.973156218055699	21	27407481	27413294	-1	protein_coding	slc29a2	solute carrier family 29 member 2 [Source:ZFIN;Acc:ZDB-GENE-050220-15]	8	5	32	15	32	5	13	31	14	17	30	10	6	5	7	11	7	7	18	4	12	13	8	13	11.8703305354989	7.39862380449844	31.4554561193675	12.958227898458	27.9319328293171	5.17172987065426	10.7494484902877	32.2642786728103	14.781581554846	15.1336586842775	27.6440320098133	9.71050216894723	6.03847764209368	4.6936003264216	7.1355606596062	11.0121459304283	7.01978547668788	6.36257482160411	17.3113978760299	3.71539888706923	10.7638829674877	13.137699523274	7.60609574469885	11.5586698468033
ENSDARG00000001782	6.94181466385603e-12	1.14521674020299e-09	-2.46793260640393	11	8129536	8150894	1	protein_coding	prkacba	protein kinase, cAMP-dependent, catalytic, beta a [Source:ZFIN;Acc:ZDB-GENE-040426-1351]	7	8	25	17	20	4	17	6	6	17	16	13	2	2	4	3	3	3	5	3	2	0	0	2	10.3865392185616	11.8377980871975	24.5745750932559	14.6859916182524	17.4574580183232	4.13738389652341	14.0569711026839	6.24469909796328	6.33496352350541	15.1336586842775	14.7434837385671	12.6236528196314	2.01282588069789	1.87744013056864	4.07746323406068	3.00331252648043	3.00847949000909	2.72681778068748	4.80872163223052	2.78654916530192	1.79398049458129	0	0	1.7782568995082
ENSDARG00000001889	0.000163384030314626	0.00338037784172407	-0.604837181057212	23	35708730	35711398	1	protein_coding	tuba1a	tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]	122	161	151	173	173	356	132	239	164	135	196	138	112	131	145	115	94	158	149	118	120	130	110	126	181.022540666359	238.23568650485	148.430433563266	149.451561762215	151.007011858496	368.227166790583	109.148246209075	248.747180735537	173.155669642481	120.179054257498	180.607675797447	134.004929931472	112.718249319082	122.972328552246	147.8080422347	115.12698018175	94.2656906869516	143.612403116207	143.29990464047	109.604267168542	107.638829674877	131.37699523274	104.583816489609	112.030184669017
ENSDARG00000001937	1.33443037457367e-08	9.78426200959335e-07	1.08126084571945	17	48433817	48458789	1	protein_coding	LO018422.1	solute carrier family 2, facilitated glucose transporter member 1-like [Source:NCBI gene;Acc:100334818]	7	17	15	29	21	19	50	25	20	18	16	24	53	41	43	34	41	40	34	45	58	44	43	97	10.3865392185616	25.1553209352947	14.7447450559535	25.0525739370187	18.3303309192394	19.6525735084862	41.3440326549527	26.019579574847	21.1165450783514	16.0238739009997	14.7434837385671	23.3052052054733	53.3398858384942	38.4875226766571	43.8327297661524	34.0375419667782	41.1158863634576	36.3575704091664	32.6993070991676	41.7982374795288	52.0254343428573	44.4660599249275	40.8827646277563	86.2454596261478
ENSDARG00000002084	0.00150907334713694	0.020537186317374	0.359087895069462	23	20180159	20258490	-1	protein_coding	lamb2	laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]	103	55	136	148	199	72	158	154	96	133	156	118	199	175	150	171	164	159	155	163	196	176	172	147	152.830505644549	81.3848618494829	133.685688507312	127.854515264785	173.701707282316	74.4729101374214	130.647143189651	160.280610181058	101.359416376087	118.398623824053	143.748966451029	114.583925593577	200.27617512944	164.276011424756	152.904871277276	171.188814009385	164.46354545383	144.521342376436	149.070370599146	151.402504648071	175.810088468966	177.86423969971	163.531058511025	130.701882113853
ENSDARG00000002165	6.39802566566448e-08	3.96140473067166e-06	-1.43897783131543	24	12945803	12954482	1	protein_coding	psme1	proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]	120	481	555	585	486	67	251	101	524	502	503	332	107	110	117	145	158	167	178	150	107	134	158	218	178.054958032484	711.74760999275	545.555567070281	505.370888039861	424.216229845254	69.3011802667671	207.547043927863	105.119101482382	553.253481052806	446.888038794547	463.498270031203	322.388672009048	107.686184617337	103.259207181275	119.265799596275	145.160105446554	158.446586473812	151.79285645827	171.190490107407	139.327458265096	95.9779564600988	135.419364316825	150.220390957802	193.830002046394
ENSDARG00000002193	0.00189197994878677	0.0245527347236966	0.558090771527049	8	54076195	54077740	-1	protein_coding	rho	rhodopsin [Source:ZFIN;Acc:ZDB-GENE-990415-271]	2633	3770	3191	3192	2341	1110	4120	2966	3328	3047	1841	3074	3884	5842	4704	4263	3117	5214	6253	4885	4370	5317	3314	4091	3906.82253749609	5578.56234859183	3136.69876490318	2757.51089679186	2043.39546104473	1148.12403128525	3406.7482907681	3086.96292075985	3513.79310103767	2712.48576535256	1696.42209766888	2985.00836673438	3908.90786031531	5484.002621391	4795.09676325537	4267.7071001287	3125.81019011945	4739.20930283484	6013.78727326749	4537.43089083329	3919.84738066011	5373.31910501909	3150.8251622415	3637.42448794403
ENSDARG00000002204	0.00119458326505632	0.0170851481225762	-0.55124226974987	21	20383837	20384878	1	protein_coding	hspb11	heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]	129	278	219	351	271	435	195	201	447	353	295	441	197	324	240	247	204	224	169	182	268	149	191	217	191.40907988492	411.363483530113	215.273277816922	303.222532823917	236.548556148279	449.940498746921	161.241727354316	209.19741978177	471.954782501153	314.245971502938	271.832981429831	428.233145650573	198.263349248743	304.14530115212	244.647794043641	247.272731346889	204.576605320618	203.602394291332	162.534791169392	169.05064936165	240.393386273892	150.578248382141	181.595535904685	192.94087359664
ENSDARG00000002267	0.00386662189658181	0.0417928494304679	-0.271305180658832	16	44653266	44673851	-1	protein_coding	dcaf13	ddb1 and cul4 associated factor 13 [Source:ZFIN;Acc:ZDB-GENE-040426-703]	79	152	144	155	147	166	148	141	145	156	135	130	105	142	107	132	121	134	113	131	121	142	114	125	117.219514038052	224.918163656753	141.549552537154	133.901688284066	128.312316434676	171.701431705721	122.37833665866	146.750428802137	153.094951818047	138.873573808664	124.39814404416	126.236528196314	105.673358736639	133.298249270373	109.072141511123	132.145751165139	121.342006097033	121.797860870707	108.67710888841	121.679313551517	108.535819922168	143.504102484993	108.386864361959	111.141056219263
ENSDARG00000002353	0.00063387823523776	0.0101566329883847	-0.669550820581665	17	45404758	45411170	1	protein_coding	tagapa	T cell activation RhoGTPase activating protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1877]	20	25	40	56	47	21	28	17	32	34	46	63	24	28	25	19	11	31	17	37	17	20	21	31	29.6758263387473	36.9931190224922	39.3193201492094	48.3773841542431	41.0250263430595	21.7212654567479	23.1526582867735	17.693314110896	33.7864721253622	30.267317368555	42.3875157483804	61.1761636643675	24.1539105683747	26.284161827961	25.4841452128793	19.0209793343761	11.0310914633667	28.1771170671039	16.3496535495838	34.3674397053903	15.2488342039409	20.2118454204216	19.9660013298345	27.5629819423771
ENSDARG00000002401	9.97500274984662e-05	0.00225955888848377	-0.862840308766552	17	24877392	24890932	-1	protein_coding	gale	UDP-galactose-4-epimerase [Source:ZFIN;Acc:ZDB-GENE-060421-6479]	37	46	118	89	91	27	32	33	83	64	116	53	31	28	29	24	34	44	53	47	33	40	31	60	54.9002787266826	68.0673390013857	115.991994440168	76.8854855308506	79.4314339833706	27.927341301533	26.4601808991697	34.345845038798	87.6336620751581	56.9737738702211	106.890257104612	51.4656614954203	31.1988011508174	26.284161827961	29.56160844694	24.0265002118435	34.0961008867697	39.993327450083	50.9724493016436	43.6559369230634	29.6006781605912	40.4236908408432	29.473621010708	53.347706985246
ENSDARG00000002403	7.90264244339646e-13	1.56036741661897e-10	-1.42100032138391	13	33251721	33256667	-1	protein_coding	nusap1	nucleolar and spindle associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030827-5]	15	20	44	31	45	30	19	40	25	33	26	31	19	9	10	10	6	8	16	11	10	17	10	14	22.2568697540605	29.5944952179938	43.2512521641304	26.7803376568131	39.2792805412272	31.0303792239256	15.710732408882	41.6313273197552	26.3956813479392	29.3771021518328	23.9581610751715	30.1025567237364	19.12184586663	8.44848058755888	10.1936580851517	10.0110417549348	6.01695898001819	7.27151408183327	15.3879092231377	10.2173469394404	8.96990247290643	17.1800686073584	9.50761968087356	12.4477982965574
ENSDARG00000002445	3.61129090431565e-06	0.000127724584931762	-0.741716252172126	16	7430998	7443388	-1	protein_coding	prdm1a	PR domain containing 1a, with ZNF domain [Source:ZFIN;Acc:ZDB-GENE-030131-2193]	43	47	111	86	68	36	61	35	54	83	84	62	29	44	25	48	39	33	37	50	40	51	45	39	63.8030266283068	69.5470637622854	109.111113414056	74.293839951159	59.3553572622989	37.2364550687107	50.4397198390423	36.4274114047858	57.0146717115487	73.887862987943	77.4032896274773	60.2051134474728	29.1859752701195	41.3036828725101	25.4841452128793	48.0530004236869	39.1102333701182	29.9949955875623	35.5845400785059	46.4424860883653	35.8796098916257	51.5402058220751	42.784288563931	34.6760095404099
ENSDARG00000002494	0.00148068687635837	0.0202202348066143	0.428254111235371	11	10975012	11020857	1	protein_coding	itgb6	integrin, beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]	31	37	73	48	70	29	51	50	48	42	60	41	55	69	44	46	69	74	91	69	79	72	60	92	45.9975308250584	54.7498161532885	71.7577592723072	41.4663292750655	61.1011030641312	29.9960332497947	42.1709133080518	52.039159149694	50.6797081880433	37.3890391023326	55.2880640196266	39.8130588926836	55.3527117191921	64.7716845046181	44.8520955746675	46.0507920727	69.1950282702091	67.2615052569578	87.5187337065955	64.0906308019441	70.8622295359608	72.7626435135178	57.0457180852414	81.7998173773773
ENSDARG00000002549	0.00289634919728485	0.0338817241846374	0.286872116074703	19	22622355	22664398	-1	protein_coding	eif3eb	eukaryotic translation initiation factor 3, subunit E, b [Source:ZFIN;Acc:ZDB-GENE-050208-283]	66	96	89	107	126	129	112	105	115	110	91	103	136	130	148	117	108	175	119	120	126	124	163	141	97.9302269178662	142.05357704637	87.485487331991	92.4353590090002	109.981985515436	133.43063066288	92.6106331470941	109.282234214357	121.42013420052	97.9236738394425	83.8535637631004	100.018172340156	136.872159887457	122.033608486962	150.866139660245	117.129188532737	108.305261640327	159.064370540103	114.447574847086	111.461966612077	113.020771158621	125.313441606614	154.974200798239	125.367111415328
ENSDARG00000002589	2.9247551818464e-05	0.000788614633763229	0.752575374812572	12	15002757	15010996	1	protein_coding	mylpfb	myosin light chain, phosphorylatable, fast skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-040912-115]	2085	3615	1757	3159	2428	765	3334	2170	3207	2887	2474	2431	4333	4336	3669	4051	3783	5103	4721	4957	4038	5135	4887	6373	3093.70489581441	5349.20501065237	1727.10113755402	2729.00279541525	2119.33540342444	791.274670210102	2756.82009743225	2258.49950709672	3386.03800331364	2570.051330677	2279.71117307594	2360.62307727107	4360.78727053199	4070.29020307281	3740.05315144216	4055.47301492408	3793.69263690147	4638.3170449494	4540.39496515206	4604.30807080054	3622.04661855961	5189.39131169325	4646.37373804291	5666.41561028288
ENSDARG00000002613	0.000459858938925229	0.00779150185978989	-0.923691901415493	19	25465025	25467185	1	protein_coding	rpa3	replication protein A3 [Source:ZFIN;Acc:ZDB-GENE-040426-977]	16	40	15	24	21	23	7	23	13	15	24	24	9	13	9	9	5	19	17	12	10	15	12	12	23.7406610709979	59.1889904359875	14.7447450559535	20.7331646375328	18.3303309192394	23.7899574050096	5.78816457169338	23.9380132088592	13.7257543009284	13.3532282508331	22.1152256078507	23.3052052054733	9.05771646314052	12.2033608486962	9.17429227663654	9.0099375794413	5.01413248334849	17.269845944354	16.3496535495838	11.1461966612077	8.96990247290643	15.1588840653162	11.4091436170483	10.6695413970492
